task,stage,model_family,family,specification,model_id,representation,quantile,cohort,origin,fold,n_train,n_evaluation,train_order_id_sha256,evaluation_order_id_sha256,test_order_id_sha256,parameters_json,numeric_features_json,categorical_features_json,ordered_feature_sha256,fitted_model_sha256,model_hash_type,best_iteration,source_model_frame_sha256,direct_config_sha256
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,93bf74b64416bc7fc46d8ac7d4ed0ff94448da0c029bfff33d4bb6da3e586043,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,f855b54eb1cef1180f36278b65951e1ff99020cd27f91e0cdcf5e718066e096e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,3a94316474260fb0020158e2a131e3fc10d1c5de0bef7607db9779928fdbc0ab,sha256_pickle_protocol_5_fitted_wrapper,0,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,899048b9beecaa29054a1019903881290b961067c05d3d04473b4c1571a0c5c7,sha256_pickle_protocol_5_fitted_wrapper,4,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,fc078bd22692b9cd475d979e12973f243d2bb27e288edba4b8ac8180a3799271,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,07312148fe961b4d27a1cfce579062f249325e76c8f32140aec905bfaf4f0b4c,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQB,DQB,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,3e865ad0d6c2134f4621b5d6a2bff082d3a7a972a73b8d27afc0b6cb110b97c8,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQB,DQB,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,8febeaa9c51b59c3ba2ad6053f26a72fd9918c515f1422f78bbe96ac7db1dad6,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQG,DQG,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,c55cda28df574f670b3f1d60d36c91971b5d06ca1aa678db906a5756fcd633ae,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQG,DQG,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,6e888c90913df3f35fc91ae107390d3f90651473bdd3f7ce6bcd088a830df933,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQS,DQS,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,2782d4b6f92c7fa4e75545c1f24f3397e317b4d50e9317cc74c232c84fd4572e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQS,DQS,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,7961a6f1adae616f90d9609e77458e35bb391f63182a8f0551bc510c969ac665,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,2f7d52cc1fa27e620b23f413aec5f89275f4c1bcb712ae4a9add5ed9bc539444,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e2fd783251d9e4069250562f94b1bcc195a58541f5ac7b002681cd15ff5488f2,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,83ea90889ffbe98ba0a6b0c59de775a492a3c4b315a00d9f1042ea2382df6b47,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQB,DQB,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,113bae262b787fa72764a1a07b8849a0942304c91bc17ee60dfa77d1822242fb,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,aab35819807e78e72bdd80568e4cd72ed9baadbc3784d373f720a9761c591981,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQG,DQG,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,656dc7795137addc1ee59628935e56685e17a493457b663d41044c122f199542,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.5,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,916bb843ae3f3e3d8ee628f362000c3dcf73dc35ddc9c81f653670650bc02488,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,xgboost_quantile,xgboost_quantile,DQS,DQS,full,0.9,2018-01,2018-01-01 00:00:00,,1575,403,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,dcb65436ec5bc3b02dd9dd5ef30f54fb48ec421050f18d579dfe337354a644e5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a3f848360b44f156345378994749ccb27467511ebea05bf985557c891a9222c2,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,6bc81e13abf1ca5eefd1202641ae6be070a05ea42f460e418f108cd74e1d8442,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_evaluation,linear_quantile,linear_quantile,DQB,DQB,full,0.5,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,c79fc7790630fee80035fdf4913bcebdc56467e45de7f5b580d12221f59e0fba,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
